customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
7.801663446109687,92834,4.127134385045092,15,56,0,1,5.682899263739777
9.458769756183484,10105,5.153291594497779,5,4,3,3,0.4172309516365665
8.405034183178218,0,4.30406509320417,7,57,3,5,6.363314190199981
8.615289308345947,23218,4.276666119016055,7,10,0,4,6.106562737345867
8.11518470011884,0,4.532599493153256,11,77,0,1,6.274053830797926
7.738696783512093,0,4.143134726391533,11,56,0,1,5.749466788917228
10.510761609595535,24804,4.653960350157523,1,28,0,2,6.3882761346076435
10.418534736763368,33190,4.672828834461906,18,95,0,2,6.234018491942015
8.985248888298011,36014,4.248495242049359,4,40,3,2,5.164534925270581
8.487917956161775,29834,4.174387269895637,19,44,0,3,5.730748922886015
8.365206210203958,16701,4.736198448394496,20,26,0,1,6.724584536532082
8.877018543623395,46623,4.5217885770490405,1,53,0,3,6.081762185088762
8.938599336678521,64749,4.174387269895637,24,59,0,2,5.7155963815038024
8.28374746016473,0,4.624972813284271,29,12,0,1,6.185797016568072
8.41194228130706,16969,4.8283137373023015,34,47,2,1,6.55928672886597
8.309077999973516,11621,4.6913478822291435,4,98,0,1,6.252674299228648
8.402705229063187,17622,4.189654742026425,1,36,1,3,5.746203190540153
9.001017515721037,11489,4.663439094112067,4,50,0,6,6.22455842927536
8.113955063645573,0,4.553876891600541,20,53,0,1,6.761951544281788
10.096667351751666,66525,4.61512051684126,0,86,0,2,4.657111143096856
8.797091093623512,0,4.1588830833596715,21,28,0,2,6.518249365754862
7.983335536056751,33663,4.30406509320417,29,71,0,1,5.861925175752996
9.067992430064626,22547,4.727387818712341,7,60,0,3,6.288973180377498
9.362174306792394,61486,4.584967478670572,5,65,0,2,6.14474051019636
8.831587833458713,0,4.564348191467836,13,20,0,5,6.124683390894205
9.369800629301807,29879,4.634728988229636,17,0,0,2,6.217113427462893
10.027687059871845,93011,4.736198448394496,17,12,0,2,5.643505232912988
7.869200738637002,65186,4.189654742026425,29,27,0,1,1.8616749150124352
7.804966221809587,26840,4.174387269895637,1,47,2,1,5.730748922886015
8.822067163089232,0,4.653960350157523,30,3,1,5,6.89101556144512
8.512341749982163,75644,4.189654742026425,5,68,3,9,6.1501839984716
9.05865722081119,38984,4.30406509320417,27,38,0,2,5.861925175752996
8.629299950475348,71811,4.276666119016055,17,48,0,6,3.4023354005396307
8.988505068657261,20961,4.219507705176107,20,33,0,2,5.776413165691109
9.334245943930911,38923,4.605170185988092,6,83,2,2,4.759853740955028
10.97108297843054,61321,5.231108616854587,0,30,1,2,6.060596898867108
8.990470127293706,0,4.356708826689592,20,26,0,2,3.288688600142161
8.662363473105474,51066,4.31748811353631,23,0,0,8,6.670757845524788
8.32349657030943,34378,4.634728988229636,12,54,0,1,6.195629131824389
7.833628016460301,43072,4.1588830833596715,35,15,0,1,5.715052066914432
8.788016408009884,25222,4.51085950651685,28,69,0,3,6.166726348619461
8.949546521982136,36765,4.204692619390966,15,32,1,2,5.774082715163724
8.687396514618081,23091,4.574710978503383,28,90,5,5,6.135131896920395
7.895238846726044,48269,4.248495242049359,3,79,3,1,5.645981055308984
7.899592132576999,32720,4.219507705176107,13,12,0,1,5.776413165691109
8.707487077903625,20396,4.343805421853684,15,60,1,4,5.9020867359567655
9.485849616772429,21513,4.787491742782046,21,81,1,2,6.523309105227554
9.274054986608485,72540,4.48863636973214,7,3,0,2,6.450064398179418
7.835442343665329,80744,4.1588830833596715,24,84,0,1,2.555600950800265
7.890992538916655,52822,4.219507705176107,23,88,0,1,5.862292305279284
8.578155456930505,0,4.356708826689592,8,10,1,9,6.762029493193295
9.949759907301054,69738,4.31748811353631,2,26,1,2,6.200767826187717
9.033168006791366,17780,4.700480365792417,12,18,0,9,4.894762592589115
8.47692552302053,18107,4.143134726391533,29,11,0,8,5.69910488510509
8.656423399402241,57740,4.31748811353631,30,87,3,9,5.601768682097497
8.710638642478585,32627,4.343805421853684,11,60,0,7,5.9428956880737625
8.987610276802203,0,4.68213122712422,3,65,0,3,6.243389899847644
7.781103172686219,0,4.2626798770413155,24,10,0,1,6.055064287103397
8.468804705563269,65795,4.143134726391533,2,85,1,3,3.912244960794231
8.373642866774112,60475,4.68213122712422,9,18,0,1,6.243389899847644
9.148861673496336,0,4.875197323201151,28,88,0,4,6.842683282238422
8.849039678162638,41837,4.48863636973214,29,93,0,9,4.963283471018152
8.948334401403768,32303,4.189654742026425,13,34,0,2,3.831951585675755
9.07320949743944,0,4.770684624465665,5,89,1,3,6.332568896055757
8.687737084347217,40531,4.31748811353631,17,32,0,9,3.452123580344989
7.8054653701343035,79898,4.143134726391533,5,86,1,1,5.608030460257346
8.810246561138381,56398,4.454347296253507,4,18,0,7,6.013715156042802
8.930261368140773,35257,4.59511985013459,16,2,1,8,6.155706990502031
9.047079849919548,27804,4.700480365792417,19,54,0,7,6.66670230712436
8.950856182089407,45506,4.204692619390966,16,32,2,2,5.761422254102616
10.089366740116995,65196,4.219507705176107,0,54,0,2,5.984142899138616
8.894405558955544,0,4.634728988229636,11,70,1,3,6.195629131824389
8.470928044785195,20993,4.897839799950911,35,90,0,1,6.460530236625741
8.82577896050011,37839,4.465908118654584,35,77,0,9,6.145545125906792
7.812289709155034,92711,4.143134726391533,24,10,0,1,5.911880463000578
8.040744208553168,74665,4.3694478524670215,10,90,2,1,5.471858828370639
8.000643072280408,0,4.430816798843313,26,89,0,1,6.369351323231421
9.094226422058405,46833,4.727387818712341,6,3,0,9,4.176072971379132
8.612584681187545,88768,4.23410650459726,17,77,0,7,5.791182664937034
9.617444042241184,28262,5.262690188904886,9,77,0,3,6.82719577112372
7.8280810092899475,33555,4.1588830833596715,17,11,0,1,4.633723142730791
10.348902213898318,42780,4.736198448394496,10,27,1,2,6.297845696992248
8.050226045624893,58850,4.3694478524670215,20,26,0,1,4.974992876267889
8.252824403613573,21880,4.584967478670572,29,37,0,1,6.052270703034338
9.375133887091623,25251,4.204692619390966,13,43,0,2,5.761422254102616
8.96687526967568,0,4.248495242049359,9,12,0,2,1.309665444824201
8.367952385573195,24188,4.700480365792417,14,82,0,1,6.261873290889306
8.69533551135291,41611,4.31748811353631,14,8,0,8,4.743204523870132
8.643198755198862,28406,4.290459441148391,16,35,1,4,5.267217335222883
8.462261569703966,69833,4.77912349311153,32,99,0,1,6.721019255552365
8.990613432515858,0,4.31748811353631,15,91,0,2,6.280021236970423
8.30002264836872,0,4.770684624465665,6,1,0,1,6.883572311950402
9.17152790543891,80536,4.787491742782046,5,83,0,3,4.0036666170337005
7.73007613088872,0,4.1588830833596715,2,5,0,1,6.40958663661537
9.164707544977803,97732,4.382026634673881,0,70,0,2,5.673021503432336
9.248556083168747,61222,4.499809670330265,20,55,0,2,5.975346270299363
7.81242726265662,0,4.31748811353631,7,20,0,1,6.58236054801086
8.634099132849027,50335,4.948759890378168,9,54,0,1,6.125829014504336
9.110312192886,0,4.852030263919617,30,11,0,6,6.993010922740485
8.808838948281888,63221,5.1298987149230735,28,49,0,1,6.693819208418841
8.22483475754387,0,4.574710978503383,31,34,0,1,6.135131896920395
8.205701986510553,64495,4.532599493153256,34,30,0,1,5.533358195747781
8.978386782492917,0,4.290459441148391,7,75,0,2,5.848171377281505
8.519740260280539,28859,4.219507705176107,24,51,3,4,5.776413165691109
8.985853204914472,77330,4.605170185988092,0,21,0,3,4.607742953581472
8.265253070544828,0,4.663439094112067,3,92,0,1,6.22455842927536
7.8862084546064475,24495,4.2626798770413155,29,65,0,1,5.820082930352362
9.055529100372882,95697,4.68213122712422,29,29,0,9,5.187422252103956
8.494162511804886,26372,4.844187086458591,11,7,0,1,6.406549898593137
9.185464220908655,17514,4.852030263919617,2,5,0,3,2.2313821740073605
7.98859513509338,89270,4.31748811353631,17,90,0,1,5.760790298639548
7.856362539112433,29757,4.189654742026425,13,55,0,1,5.746203190540153
8.165757573634966,51814,4.532599493153256,28,89,0,1,4.0483132588939235
9.184442920441281,24028,4.418840607796598,14,27,0,2,5.977872593588515
8.26220985273574,28142,4.663439094112067,18,50,0,1,6.554941782905282
8.942497787579123,52705,4.174387269895637,14,8,1,2,4.86526698169018
7.735694210081783,0,4.1588830833596715,1,5,0,1,6.522634383839096
8.406579924629076,84903,4.718498871295094,7,63,0,1,6.210854717291831
9.072906762454162,0,4.77912349311153,14,64,0,4,6.341064522374751
7.718440857721602,24910,4.1588830833596715,7,63,1,1,5.85466387047927
8.911556545400474,0,4.356708826689592,15,12,2,2,6.319688574872699
8.958303264868684,21876,4.23410650459726,12,28,0,2,6.1450753026309135
8.849276080358514,0,4.248495242049359,33,61,1,2,6.210198389933492
8.354976010270201,0,4.127134385045092,17,1,1,7,5.682899263739777
9.892303571319168,70699,4.418840607796598,1,57,0,2,5.552237762454947
9.968547780842096,0,4.31748811353631,11,85,1,2,5.875492370855561
7.789098276536132,27501,4.1588830833596715,20,0,0,1,6.29769736247264
9.639837527232325,15897,4.624972813284271,30,99,0,2,5.7175157369027865
9.042863511874256,25141,4.30406509320417,12,4,1,2,3.274804752088025
7.691950168821494,0,4.127134385045092,5,46,3,1,5.682899263739777
8.662363473105474,51066,4.31748811353631,23,0,0,8,6.670757845524788
8.44268118275845,28358,4.770684624465665,24,37,0,1,4.442938427017619
8.404323598182339,61846,4.727387818712341,1,48,0,1,5.37905921438151
8.694354603701612,90972,4.31748811353631,3,47,0,8,5.4550054458812145
8.5367533063675,0,4.31748811353631,3,95,0,7,6.280021236970423
8.313272360314004,29549,4.653960350157523,17,51,0,1,6.5672823351936644
9.413575196429854,0,4.7535901911063645,12,17,1,2,6.315358001522335
9.737271884984906,39411,5.384495062789089,4,29,2,4,7.0243455137565345
8.495649884059173,21709,4.143134726391533,28,17,0,3,6.0146309859313085
9.204654718337068,67890,4.454347296253507,23,57,0,2,6.013715156042802
8.225995112786023,0,4.709530201312334,3,16,0,1,6.675823221634848
9.481780415147508,84311,4.718498871295094,11,98,4,2,6.280021236970423
8.428476527214151,99316,4.74493212836325,26,53,0,1,6.6271930389299945
8.607227763459697,54507,4.9344739331306915,20,11,0,1,6.556764196966893
7.999626903667633,64586,4.343805421853684,3,17,0,1,5.3367546527102085
8.765921451957432,61709,4.418840607796598,5,41,2,7,5.621834236500974
8.40738347896718,94656,4.718498871295094,12,79,1,1,6.132829829533213
7.776841977296374,0,4.248495242049359,5,40,0,1,6.210198389933492
7.92497443653751,61085,4.2626798770413155,27,34,1,1,5.820082930352362
8.977286042872823,89284,4.219507705176107,7,31,3,2,5.776413165691109
8.837840584661308,0,4.1588830833596715,6,12,0,2,5.715052066914432
8.094132571036598,31686,4.406719247264253,11,33,0,1,6.068411946947364
9.205599928105507,56855,5.545177444479562,12,1,0,1,7.515889085215125
7.833027827702632,53703,4.219507705176107,3,45,2,1,4.228765833786886
10.073530424283657,0,4.574710978503383,12,35,1,2,6.739906781947913
8.707487077903625,20396,4.343805421853684,15,60,1,4,5.9020867359567655
9.31841442585681,27679,5.017279836814924,30,28,0,3,6.584082569406849
8.374491674803144,23904,4.820281565605037,1,67,3,1,6.382492607418377
7.937641771209866,65351,4.248495242049359,4,54,0,1,6.178001199558121
8.977668649466876,0,4.736198448394496,20,1,0,7,7.025918450377774
8.213140756239516,0,4.1588830833596715,0,54,3,7,6.508295106604251
9.39835038461649,0,4.762173934797756,14,35,0,2,7.158586502871936
7.981383625635913,64459,4.290459441148391,16,64,0,1,5.485873030638927
9.616811154224546,32961,5.25227342804663,13,53,0,3,6.816735880594968
9.135426488593998,71416,4.762173934797756,10,0,0,3,6.3240004751933885
8.744348504840989,68964,4.3694478524670215,15,6,0,3,4.754338419734186
8.265559475768544,78108,4.59511985013459,12,34,0,1,6.155706990502031
8.386464167457543,10621,4.219507705176107,28,22,0,5,5.776413165691109
9.338405270761559,84910,4.564348191467836,4,69,0,2,5.951078579909829
8.632656086961251,77493,4.2626798770413155,2,35,0,3,5.733222470487792
7.977244935622643,81097,4.31748811353631,7,67,0,1,5.875492370855561
8.841698381286275,96610,4.454347296253507,6,23,0,3,6.25644989660588
8.742520485747104,30110,5.075173815233827,20,71,0,1,6.147263243210121
8.78023369625858,22081,4.442651256490317,1,9,0,6,6.115164065809912
8.988246191879355,0,4.727387818712341,12,93,0,3,6.288973180377498
7.983070455828914,98473,4.290459441148391,19,69,0,1,5.848171377281505
8.694594826887856,97431,4.31748811353631,1,72,0,3,5.875492370855561
8.607794094508465,93870,4.248495242049359,1,96,0,8,5.8057371971791945
8.638772862279007,50366,4.290459441148391,9,5,0,9,6.06316793914619
8.759395933746346,34498,4.430816798843313,30,72,0,7,5.989963420981715
9.378796861425286,16552,4.6443908991413725,23,53,0,2,6.2053655170552595
8.719661749046134,26787,4.356708826689592,7,50,0,5,5.915123313851259
8.548763512109977,0,4.31748811353631,2,42,0,9,6.724736886254409
7.830263426607634,43860,4.189654742026425,15,58,0,1,5.057041119575337
9.067579231514467,21474,4.74493212836325,13,72,2,9,5.925400027560202
8.509557188008145,18174,4.204692619390966,8,16,0,9,5.983772073251227
8.613437304605343,0,4.30406509320417,18,45,0,5,5.861925175752996
8.923785047438825,60920,4.174387269895637,10,61,0,2,5.44760719153916
10.381919668026143,41520,4.51085950651685,18,70,0,2,5.672993676780072
8.64083133473741,0,5.030437921392435,12,89,0,1,6.593866114361182
8.52966665372215,0,4.23410650459726,19,16,0,8,5.791182664937034
8.685041147326375,72208,4.30406509320417,3,84,0,8,5.861925175752996
9.627950084924855,53863,4.1588830833596715,12,30,0,2,4.6706311971258945
9.28247784840634,66446,4.919980925828125,8,77,0,3,6.462193769297477
7.626386715773094,0,4.127134385045092,18,26,0,1,5.682899263739777
7.810533066886547,64997,4.1588830833596715,7,99,1,1,5.951793785498085
8.583752418364451,64460,4.204692619390966,18,42,0,3,5.761422254102616
9.002187530283535,46618,4.219507705176107,22,77,0,2,4.60602924688959
8.435172647981075,0,4.174387269895637,13,64,0,4,5.730748922886015
8.765581098029154,49988,4.442651256490317,6,37,5,5,6.34200701428989
7.773818888116233,0,4.5217885770490405,2,8,5,1,6.081762185088762
8.074670873396938,16269,4.465908118654584,6,84,0,1,6.025382765311443
8.536117445212202,72006,4.174387269895637,4,38,0,3,5.730748922886015
10.156433688801647,0,4.406719247264253,3,60,2,2,5.96563378707346
9.067996517016498,0,5.5053315359323625,34,83,0,1,7.760643245996647
8.992896884388161,44320,4.219507705176107,13,79,0,2,5.776413165691109
8.294679216377288,19782,4.6913478822291435,13,66,0,1,6.652180185946263
9.723590074687323,63933,4.2626798770413155,35,98,0,2,6.054165712590958
9.05314970170679,28224,4.700480365792417,13,13,0,8,6.261873290889306
8.962688027644498,21073,4.672828834461906,25,54,1,3,6.234018491942015
8.71829673522239,63243,4.356708826689592,21,73,0,3,5.900555512290991
8.470928044785195,20993,4.897839799950911,35,90,0,1,6.460530236625741
9.303839420854406,94827,4.912654885736052,5,64,0,4,5.874169567645296
8.518245401249262,39161,4.1588830833596715,18,83,1,4,5.652474980167829
9.489791950898887,37534,4.442651256490317,2,0,2,2,6.001909804969521
7.872575352443043,80210,4.189654742026425,30,28,0,1,3.0700591074700156
9.789265419023115,0,4.143134726391533,32,59,0,2,5.956136384340919
8.538389323216215,30110,4.174387269895637,2,4,0,5,4.949929666915642
9.794320050046615,21708,4.23410650459726,28,77,0,2,5.791182664937034
8.604900463864446,94731,4.219507705176107,23,65,0,4,5.776413165691109
8.789453580088763,32375,4.430816798843313,17,83,0,6,5.989963420981715
8.47918498884281,16531,4.1588830833596715,0,40,0,4,4.643234163072399
10.28633349352108,32006,4.553876891600541,28,7,0,2,4.058169548879432
8.661210538179587,81676,4.290459441148391,21,86,0,8,6.140226093032484
8.831729280404492,71038,4.465908118654584,15,56,0,3,5.330029508881955
8.187664394031732,0,4.6443908991413725,20,43,0,1,6.610157541742979
10.036995723828538,20832,4.189654742026425,8,32,0,2,4.049555804238327
8.96959462817991,0,4.736198448394496,19,10,0,7,6.702697195214312
8.32277737793043,52405,4.6443908991413725,2,27,0,1,6.2053655170552595
8.523302248470165,0,4.897839799950911,3,89,0,1,6.680684123468565
8.481030835150136,26583,4.859812404361672,6,46,4,1,6.422272462887942
8.518254721593662,25486,4.189654742026425,15,53,0,3,4.296450785911297
9.063121902113231,24065,4.718498871295094,30,1,0,5,6.280021236970423
9.14024887436335,70435,4.762173934797756,0,50,0,4,4.232388304699185
9.724872755013635,0,4.343805421853684,33,36,2,2,6.000515535555163
8.203449768980287,39679,4.532599493153256,2,85,0,1,6.465193441429455
8.725767309463986,0,4.499809670330265,13,45,0,5,5.839132300844453
8.384138018638184,0,4.248495242049359,21,70,4,3,5.8057371971791945
8.625232224720708,53565,4.276666119016055,27,34,1,6,5.83422577068149
7.854580261853166,37574,4.204692619390966,19,14,1,1,6.0236943736461885
9.029775259690043,48259,4.6913478822291435,14,79,0,3,4.313487762792083
8.75225327621102,78532,4.3694478524670215,25,87,0,3,5.927992124152408
8.695196007527013,96163,4.30406509320417,23,90,0,3,5.861925175752996
8.456949857912674,0,4.290459441148391,0,86,0,7,5.848171377281505
8.998929010832777,0,4.74493212836325,9,72,1,5,6.583443442873367
8.524515248212786,72672,4.1588830833596715,7,39,0,5,5.562069578908534
9.10818219203033,99002,4.727387818712341,33,75,1,8,6.288973180377498
8.894243029130351,79494,4.5217885770490405,19,30,0,3,5.9846806232428795
9.800539647524648,35704,5.420534999272286,21,35,0,8,5.884106376354089
8.515804836697686,0,4.276666119016055,6,5,0,3,6.483701309585716
9.116388732328144,26049,4.77912349311153,17,6,0,6,4.804286353797989
7.840473429322475,70125,4.174387269895637,21,77,0,1,4.541307660314093
9.46830203072049,52369,4.709530201312334,34,49,1,2,6.270988431858299
7.76910337138596,0,4.204692619390966,25,51,2,1,5.079146887120639
8.652032614395939,41770,4.290459441148391,0,60,0,9,6.167845487077625
8.858871010878808,0,4.624972813284271,16,88,0,8,6.590575735741333
7.87776789124011,31911,4.219507705176107,33,27,0,1,5.776413165691109
8.593567387614776,70051,4.23410650459726,15,69,0,8,3.763020434651447
9.034036287982651,19683,4.770684624465665,17,41,1,9,6.332568896055757
10.346978597195154,30916,4.727387818712341,7,65,0,2,5.303882154355693
7.9685764815330735,0,4.394449154672439,24,95,0,1,6.5190647225850675
9.072906762454162,0,4.77912349311153,14,64,0,4,6.341064522374751
10.149829051888398,0,4.762173934797756,0,45,0,2,6.723379290086998
9.237333575201745,60145,4.890349128221754,8,28,0,3,6.365564984658843
8.384201902509439,63774,4.718498871295094,18,63,0,1,4.111475044084188
8.579209153575524,25134,4.219507705176107,3,0,0,6,5.776413165691109
8.459725546686993,37057,4.127134385045092,5,48,1,6,3.882202975069508
8.395936234852842,58577,4.709530201312334,6,62,0,1,5.719894482995165
8.6793419880633,85857,4.30406509320417,3,19,0,6,4.6212410254844
9.150368313725073,70602,4.762173934797756,8,47,0,3,6.178649033586226
9.022703382748235,33816,4.672828834461906,10,97,2,3,6.234018491942015
10.393778933420512,0,5.0369526024136295,7,75,0,2,7.0054263061555835
8.45965942403408,89642,4.804021044733257,11,20,4,1,4.469579783628573
8.269878554892607,60068,4.59511985013459,17,75,0,1,6.155706990502031
8.604885277637427,50044,4.941642422609304,16,14,0,1,6.504587529922656
7.910721346190249,36650,4.248495242049359,2,70,1,1,4.053580378530768
8.397276960115022,50653,4.709530201312334,29,42,0,1,5.575438260567249
8.581755967384657,68931,4.204692619390966,32,30,0,7,5.738434903686242
7.747637850373485,0,4.30406509320417,14,39,1,1,5.861925175752996
8.596550190876393,0,4.30406509320417,1,22,0,5,5.903628960550945
9.168302257031156,39266,4.394449154672439,33,31,0,2,5.953243334287785
10.003536812413104,0,4.634728988229636,35,48,0,2,6.195629131824389
9.186656644360173,0,4.59511985013459,24,11,1,2,6.560464734925045
7.850941645936475,40864,4.189654742026425,2,75,0,1,2.3528294374259002
7.882927101746834,39035,4.23410650459726,15,65,0,1,5.503558965857854
9.32948810622991,34923,4.59511985013459,23,82,0,2,6.461633094004054
7.682262820575172,0,4.1588830833596715,1,56,0,1,6.119417911418443
9.060873247543784,0,4.718498871295094,27,36,0,9,6.280021236970423
7.9500251390390755,24506,4.276666119016055,7,47,0,1,6.238715173765425
9.097299294841983,0,4.418840607796598,25,63,0,2,6.319909956559699
8.619278000420424,52220,4.2626798770413155,17,42,1,5,5.820082930352362
7.952212037110452,0,4.31748811353631,17,73,0,1,6.000052125578345
8.997627352536806,53554,4.219507705176107,6,5,0,2,5.793076225326101
8.567075002950379,34476,4.219507705176107,23,49,1,3,1.8555633455802154
8.540370036689584,0,4.2626798770413155,1,11,0,5,4.8858373942106565
8.018179859357469,68205,4.343805421853684,35,14,0,1,4.608992302386366
8.99042908127491,0,4.787491742782046,6,48,1,8,6.75437097208278
9.809843858822182,53690,5.043425116919247,20,97,0,2,6.606920419952056
8.54141023962672,0,4.290459441148391,2,22,0,5,6.252674299228648
7.673771151390801,0,4.127134385045092,28,31,0,1,5.682899263739777
8.629877009019323,74454,4.276666119016055,25,29,0,3,5.83422577068149
8.93113216615503,0,4.30406509320417,23,91,0,2,5.861925175752996
8.591716673562296,29664,4.276666119016055,1,69,0,3,5.83422577068149
8.459470536280929,15680,4.174387269895637,20,29,0,8,5.567886013174166
9.150969056262191,47272,4.382026634673881,17,17,3,2,4.182765566054149
8.19059294020303,21585,4.532599493153256,35,61,0,1,6.092666427616949
8.957200207710304,23827,4.672828834461906,18,77,2,3,3.66126729817643
10.06245093769595,69906,4.31748811353631,34,32,2,2,5.317435440963898
7.847441454291295,0,4.290459441148391,7,77,0,1,5.848171377281505
8.541724012772772,89879,4.1588830833596715,17,20,0,3,4.5541958722997355
7.8394249441083925,0,4.248495242049359,9,89,0,1,5.8057371971791945
7.996516974809745,46131,4.31748811353631,27,28,0,1,5.875492370855561
8.3811729077275,54514,4.700480365792417,5,36,3,1,5.66030045582279
8.680214457911653,0,5.087596335232384,29,1,0,1,7.056347683031964
8.570391066577821,96668,4.204692619390966,2,95,0,3,5.761422254102616
8.614482441386834,78879,4.248495242049359,9,67,1,4,6.1475507618641245
9.699820808900533,0,4.248495242049359,21,86,0,2,5.8057371971791945
8.644539273611967,0,4.343805421853684,8,44,0,3,5.9020867359567655
9.401143263685166,0,4.727387818712341,28,30,0,2,7.1336201122476455
7.80570719561629,29735,4.248495242049359,3,92,0,1,5.8057371971791945
8.532409369958804,23082,4.189654742026425,18,90,0,7,5.746203190540153
8.0758872254276,53984,4.394449154672439,15,62,0,1,6.046152655587896
9.415429363377761,52135,5.056245805348308,6,86,0,9,6.067281280996456
7.909566870142771,17576,4.276666119016055,29,70,0,1,5.990221144403133
7.807282656870374,29486,4.143134726391533,19,73,0,1,2.157185031252961
8.176348081626289,58557,4.48863636973214,4,83,0,1,4.034426921685496
8.50320576163234,25632,4.1588830833596715,27,52,0,7,5.864400393878389
8.991867189988685,0,4.727387818712341,7,42,0,9,6.693819208418841
8.361221097020112,18768,4.23410650459726,19,53,3,3,6.474591967379568
10.418534736763368,33190,4.672828834461906,18,95,0,2,6.234018491942015
8.693091054228201,47945,4.31748811353631,32,39,0,3,4.863203778927442
10.70988460770831,58778,4.844187086458591,6,62,0,2,5.7138449147364465
8.251433877846102,15192,4.61512051684126,1,7,0,1,6.175867270105761
8.830386949316859,51859,5.147494476813453,0,21,0,1,6.911907280482043
8.572867824108299,23422,4.290459441148391,25,76,0,3,6.252674299228648
8.038354234804247,21604,4.382026634673881,14,28,0,1,5.940697430054329
8.18610543264079,79298,4.51085950651685,22,2,0,1,5.502734964504608
7.856864939707311,76731,4.174387269895637,2,68,0,1,5.310517664326201
7.819527709087064,67282,4.143134726391533,29,27,0,1,5.69910488510509
9.51610859869152,48534,4.7535901911063645,29,79,1,2,6.315358001522335
8.452442221259638,77678,4.762173934797756,32,81,0,1,6.60991308013831
10.264193336463054,48412,4.653960350157523,15,23,0,2,6.56305242839465
7.924807532695447,33837,4.290459441148391,29,54,4,1,5.725464984192802
8.729738614684377,23712,4.454347296253507,2,20,0,3,5.932580460150303
8.26220985273574,28142,4.663439094112067,18,50,0,1,6.554941782905282
9.848520708393183,72196,4.23410650459726,8,61,0,2,5.03164140606448
8.62232691779932,68197,4.248495242049359,1,81,0,3,5.180768507220236
8.519642027368448,75248,4.1588830833596715,13,71,0,5,4.658280756129349
9.253729915200442,0,4.59511985013459,9,50,0,2,6.848767249592433
7.6964934226503585,0,4.189654742026425,5,19,1,1,6.150602768446279
9.072324110258526,41546,4.718498871295094,4,47,0,3,4.806532960998843
8.92069777668815,46998,4.574710978503383,13,98,0,6,6.135131896920395
